Use_FINAL,Rationale,act_id,MLocID,StationDes,GNIS_Name,SampleStart_Date,tot.abund,Latitude,Longitude,AU_ID,EcoRegion3,EcoRegion2,Reachcode,Measure,ELEV_Ft,COMID,Nearby_COMID,ReferenceSite,Name,Description
N,,29942-ORDEQ:20030630:R:SR,29942-ORDEQ,Rock Creek 2,Rock Creek,06/30/2003,613,45.88163841,-123.2961091,OR_WS_171002020106_05_106445,1,MARINE WEST COAST FOREST,17100202000128,11.320690000000001,732,23872089,,MOST DISTURBED,29942-ORDEQ,Rock Creek 2
Y,,25295-ORDEQ:20010709:R:SR,25295-ORDEQ,"Rock Creek tributary (RM 0.3), Devils Lake",NULL,07/09/2001,205,44.98902618,-123.9639863,OR_WS_171002040901_02_106144,1,MARINE WEST COAST FOREST,17100204001117,48.896839999999997,264,NULL,23881294,MOST DISTURBED,25295-ORDEQ,"Rock Creek tributary (RM 0.3), Devils Lake"
Y,,24413-ORDEQ:20000628:R:SR,24413-ORDEQ,"Rock Creek, 1/4 mile upstream from Columbia Mainline bridge (Nehalem)",Rock Creek,06/28/2000,498,45.88234606,-123.2979832,OR_WS_171002020106_05_106445,1,MARINE WEST COAST FOREST,17100202000128,39.007219999999997,732,23872091,,MOST DISTURBED,24413-ORDEQ,"Rock Creek, 1/4 mile upstream from Columbia Mainline bridge (Nehalem)"
N,,24413-ORDEQ:20000628:T:SR,24413-ORDEQ,"Rock Creek, 1/4 mile upstream from Columbia Mainline bridge (Nehalem)",Rock Creek,06/28/2000,498,45.88234606,-123.2979832,OR_WS_171002020106_05_106445,1,MARINE WEST COAST FOREST,17100202000128,39.007219999999997,732,23872091,,MOST DISTURBED,24413-ORDEQ,"Rock Creek, 1/4 mile upstream from Columbia Mainline bridge (Nehalem)"
Y,,33356-ORDEQ:20060816:R:SR,33356-ORDEQ,S Roy CR (ODFW),South Roy Creek,08/16/2006,719,44.78508815,-123.9711329,OR_WS_171002040704_02_106181,1,MARINE WEST COAST FOREST,17100204000496,16.34376,76,23881672,,MOST DISTURBED,33356-ORDEQ,S Roy CR (ODFW)
Y,,34673-ORDEQ:20070904:R:SR,34673-ORDEQ,Salmon R (RM 15.90) Trib at Mouth,NULL,09/04/2007,544,45.04842383,-123.7673488,OR_WS_171002040802_02_106143,1,MARINE WEST COAST FOREST,17100204000275,1.30541,552,23881198,,MOST DISTURBED,34673-ORDEQ,Salmon R (RM 15.90) Trib at Mouth
Y,,21824-ORDEQ:19990715:R:SR,21824-ORDEQ,School Hollow Creek at River Mile 1.64,NULL,07/15/1999,199,43.05552141,-123.1776869,OR_WS_171003021002_02_105704,78,WESTERN CORDILLERA,17100302008900,73.463639999999998,1107,23903093,,MOST DISTURBED,21824-ORDEQ,School Hollow Creek at River Mile 1.64
Y,,34717-ORDEQ:20070920:R:SR,34717-ORDEQ,Scott Cr at RM 0.18,Scott Creek,09/20/2007,169,43.67481994,-123.6892156,OR_WS_171003030402_02_105288,1,MARINE WEST COAST FOREST,17100303000794,11.825480000000001,69,24528906,,MOST DISTURBED,34717-ORDEQ,Scott Cr at RM 0.18
Y,,33520-ORDEQ:20060731:R:SR,33520-ORDEQ,Shafer Creek,Shafer Creek,07/31/2006,579,44.31025053,-123.2970707,OR_WS_170900030110_02_104252,3,MARINE WEST COAST FOREST,17090003001062,8.6723599999999994,279,23765089,,MOST DISTURBED,33520-ORDEQ,Shafer Creek
N,,33520-ORDEQ:20060731:R:QCLR,33520-ORDEQ,Shafer Creek,Shafer Creek,07/31/2006,670,44.31025053,-123.2970707,OR_WS_170900030110_02_104252,3,MARINE WEST COAST FOREST,17090003001062,8.6723599999999994,279,23765089,,MOST DISTURBED,33520-ORDEQ,Shafer Creek
N,,31928-ORDEQ:20040812:R:QCFR,31928-ORDEQ,Silent Creek below culvert under Interstate 84,NULL,08/12/2004,424,45.53976765,-122.4519473,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012011005,98.473209999999995,118,NULL,23815106,MOST DISTURBED,31928-ORDEQ,Silent Creek below culvert under Interstate 84
Y,,31928-ORDEQ:20040812:R:SR,31928-ORDEQ,Silent Creek below culvert under Interstate 84,NULL,08/12/2004,514,45.53976765,-122.4519473,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012011005,98.473209999999995,118,NULL,23815106,MOST DISTURBED,31928-ORDEQ,Silent Creek below culvert under Interstate 84
N,,31927-ORDEQ:20040812:R:SR,31927-ORDEQ,Silent Creek just upstream of confluence with Osborne Spring Creek,NULL,08/12/2004,336,45.54255884,-122.4482384,OR_WS_170900120201_02_104554.2,3,MARINE WEST COAST FOREST,17090012011005,0.84226000000000001,76,NULL,23815106,MOST DISTURBED,31927-ORDEQ,Silent Creek just upstream of confluence with Osborne Spring Creek
Y,,33333-ORDEQ:20060911:R:SR,33333-ORDEQ,Simpson Creek (ODFW),Simpson Creek,09/11/2006,502,43.85268286,-123.3604171,OR_WS_171002060304_02_105262,3,MARINE WEST COAST FOREST,17100206011513,26.22589,593,NULL,23890512,MOST DISTURBED,33333-ORDEQ,Simpson Creek (ODFW)
Y,,34684-ORDEQ:20070911:R:SR,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr,Sixes River,09/11/2007,569,42.80447553,-124.3179111,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,27.37809,138,23920626,,MOST DISTURBED,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr
N,,34684-ORDEQ:20080924:R:SR,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr,Sixes River,09/24/2008,591,42.80447553,-124.3179111,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,27.37809,138,23920626,,MOST DISTURBED,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr
N,,34684-ORDEQ:20080924:R:QCFR,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr,Sixes River,09/24/2008,580,42.80447553,-124.3179111,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,27.37809,138,23920626,,MOST DISTURBED,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr
N,,34684-ORDEQ:20080924:R:QCLR,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr,Sixes River,09/24/2008,568,42.80447553,-124.3179111,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,27.37809,138,23920626,,MOST DISTURBED,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr
N,,34684-ORDEQ:20170927:R:SR,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr,Sixes River,09/27/2017,582,42.80447553,-124.3179111,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,27.37809,138,23920626,,MOST DISTURBED,34684-ORDEQ,Sixes R at RM 17.0 US of Elephant Rock Cr
N,,34699-ORDEQ:20070911:R:SR,34699-ORDEQ,Sixes R at RM 20.28 DS of Big Cr,Sixes River,09/11/2007,276,42.80796367,-124.2624307,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000112,99.023120000000006,272,23920646,,MOST DISTURBED,34699-ORDEQ,Sixes R at RM 20.28 DS of Big Cr
N,,34699-ORDEQ:20170927:R:SR,34699-ORDEQ,Sixes R at RM 20.28 DS of Big Cr,Sixes River,09/27/2017,564,42.80796367,-124.2624307,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000112,99.023120000000006,272,23920646,,MOST DISTURBED,34699-ORDEQ,Sixes R at RM 20.28 DS of Big Cr
N,,26830-ORDEQ:20020814:R:SR,26830-ORDEQ,Sixes River,Sixes River,08/14/2002,511,42.80810529,-124.3837238,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000099,42.492109999999997,66,23920620,,MOST DISTURBED,26830-ORDEQ,Sixes River
N,,21794-ORDEQ:19990914:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,09/14/1999,321,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
Y,,21794-ORDEQ:20000725:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,07/25/2000,538,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20010823:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,08/23/2001,833,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20020814:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,08/14/2002,492,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20030707:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,07/07/2003,670,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20040727:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,07/27/2004,587,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20040914:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,09/14/2004,667,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20050711:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,07/11/2005,542,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20060908:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,09/08/2006,509,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
N,,21794-ORDEQ:20090909:R:SR,21794-ORDEQ,Sixes River at River Mile 19.22,Sixes River,09/09/2009,572,42.80422527,-124.3061368,OR_SR_1710030602_02_104622,1,MARINE WEST COAST FOREST,17100306000102,97.175870000000003,157,23920626,,MOST DISTURBED,21794-ORDEQ,Sixes River at River Mile 19.22
Y,,37122-ORDEQ:20180927:R:SR,37122-ORDEQ,Snow Creek (USFS),Snow Creek,09/27/2018,565,44.68359833,-118.4618483,OR_WS_170502020101_05_103112,11,WESTERN CORDILLERA,17050202000493,0.4743,4978,24200939,,MOST DISTURBED,37122-ORDEQ,Snow Creek (USFS)
Y,,29955-ORDEQ:20030827:R:SR,29955-ORDEQ,South Fork Whalehead Creek,South Fork Whalehead Creek,08/27/2003,532,42.14895379,-124.3045816,OR_WS_171003120302_02_104689,78,WESTERN CORDILLERA,17100312000330,97.353729999999999,1474,23950207,,MOST DISTURBED,29955-ORDEQ,South Fork Whalehead Creek
Y,,23850-ORDEQ:20000802:R:SR,23850-ORDEQ,South Santiam River tributary at River Mile 6.8,Noble Creek,08/02/2000,523,44.41375097,-122.8302291,OR_WS_170900060803_02_104397,3,MARINE WEST COAST FOREST,17090006000660,11.76431,683,23787063,,MOST DISTURBED,23850-ORDEQ,South Santiam River tributary at River Mile 6.8
Y,,33885-ORDEQ:20060920:T:SR,33885-ORDEQ,South Yamhill River at River Mile 14.9,South Yamhill River,09/20/2006,579,45.1682253,-123.1917219,OR_SR_1709000807_02_104060,3,MARINE WEST COAST FOREST,17090008000082,26.428799999999999,94,23796633,,MOST DISTURBED,33885-ORDEQ,South Yamhill River at River Mile 14.9
Y,,35856-ORDEQ:20010610:R:SR,35856-ORDEQ,SPRING CR (RM 2.0) TRIB AT RM 0.5,NULL,06/10/2001,516,45.34396038,-118.294032,OR_WS_170601040304_02_103440,11,WESTERN CORDILLERA,17060104000770,36.085099999999997,3207,23429918,,MOST DISTURBED,35856-ORDEQ,SPRING CR (RM 2.0) TRIB AT RM 0.5
Y,,37796-ORDEQ:20140820:R:SR,37796-ORDEQ,Spring Hollow Cr abv Adams at LaCourse Rd,Spring Hollow Creek,08/20/2014,524,45.76101417,-118.5294089,99,10,COLD DESERTS,17070103000776,63.413060000000002,1618,23649392,,MOST DISTURBED,37796-ORDEQ,Spring Hollow Cr abv Adams at LaCourse Rd
N,,35731-ORDEQ:19980813:R:SR-1,35731-ORDEQ,STILL CR AT RM 12.2,Still Creek,08/13/1998,324,45.28729135,-121.7393852,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001001020,7.1134899999999996,3663,23738133,,MOST DISTURBED,35731-ORDEQ,STILL CR AT RM 12.2
N,,121170,ORSTL0010,Still Creek,Still Creek,08/17/2002,314,45.31056,-121.72802,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001016410,57.281667779999999,4582,23735945,,MOST DISTURBED,ORSTL0010,Still Creek
N,,121173,ORSTL0010,Still Creek,Still Creek,08/20/2002,203,45.31056,-121.72802,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001016410,57.281667779999999,4582,23735945,,MOST DISTURBED,ORSTL0010,Still Creek
Y,,145608,ORSTL0010,Still Creek,Still Creek,08/08/2010,615,45.31056,-121.72802,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001016410,57.281667779999999,4582,23735945,,MOST DISTURBED,ORSTL0010,Still Creek
N,,168613,ORSTL0010,Still Creek,Still Creek,08/27/2018,283,45.31056,-121.72802,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001016410,57.281667779999999,4582,23735945,,MOST DISTURBED,ORSTL0010,Still Creek
N,,168606,ORSTL0010,Still Creek,Still Creek,08/28/2018,447,45.31056,-121.72802,OR_WS_170800010201_02_103637,4,WESTERN CORDILLERA,17080001016410,57.281667779999999,4582,23735945,,MOST DISTURBED,ORSTL0010,Still Creek
N,,dfw_8330:20090914:R:SR,dfw_8330,Sutherlin,Sutherlin Creek,09/14/2009,547,43.38233865,-123.3200963,OR_SR_1710030111_02_106414,78,WESTERN CORDILLERA,17100301004874,28.053360000000001,503,23894830,,MOST DISTURBED,dfw_8330,Sutherlin
Y,,dfw_8329:20080929:R:SR,dfw_8329,Sutherlin Cr,Sutherlin Creek,09/29/2008,516,43.38869041,-123.3015,OR_SR_1710030111_02_106414,78,WESTERN CORDILLERA,17100301004874,98.326239999999999,513,23894832,,MOST DISTURBED,dfw_8329,Sutherlin Cr
Y,,126608,PIBO:0930,Sutton Creek,Sutton Creek,08/12/2004,491,44.60085,-117.75438,OR_WS_170502030206_05_103162,11,WESTERN CORDILLERA,17050203000457,33.40120228,5255,24208531,,MOST DISTURBED,PIBO:0930,Sutton Creek
N,,143104,PIBO:0930,Sutton Creek,Sutton Creek,07/09/2009,683,44.60085,-117.75438,OR_WS_170502030206_05_103162,11,WESTERN CORDILLERA,17050203000457,33.40120228,5255,24208531,,MOST DISTURBED,PIBO:0930,Sutton Creek
N,,154175,PIBO:0930,Sutton Creek,Sutton Creek,07/17/2014,557,44.60085,-117.75438,OR_WS_170502030206_05_103162,11,WESTERN CORDILLERA,17050203000457,33.40120228,5255,24208531,,MOST DISTURBED,PIBO:0930,Sutton Creek
Y,,24418-ORDEQ:20000816:T:SR,24418-ORDEQ,"Sycan River 30 min U/S from end of 4672-061 road (Sprague, Williamson, Klamath)",Sycan River,08/16/2000,522,42.68806,-121.25865,OR_SR_1801020206_05_106977,9,WESTERN CORDILLERA,18010202000246,68.27,4908,24084798,,MOST DISTURBED,24418-ORDEQ,"Sycan River 30 min U/S from end of 4672-061 road (Sprague, Williamson, Klamath)"
Y,,39503-ORDEQ:20170629:R:SR,39503-ORDEQ,Tickle Cr roughly 50 ft DS of Sandy WWTP facility stormwater/emergency outfall (Outfall 003),NULL,06/29/2017,559,45.40658059,-122.3218425,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000297,79.709999999999994,505,23809574,,MOST DISTURBED,39503-ORDEQ,Tickle Cr roughly 50 ft DS of Sandy WWTP facility stormwater/emergency outfall (Outfall 003)
N,,39502-ORDEQ:20170629:R:SR,39502-ORDEQ,Tickle Cr roughly 50 ft US of Sandy WWTP facility stormwater/emergency outfall (Outfall 003),NULL,06/29/2017,527,45.40670299,-122.3215046,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000297,85.96,508,23809574,,MOST DISTURBED,39502-ORDEQ,Tickle Cr roughly 50 ft US of Sandy WWTP facility stormwater/emergency outfall (Outfall 003)
N,,38846-ORDEQ:20170629:R:SR,38846-ORDEQ,Tickle Creek 16ft ds of Nursery Outfall 001,Tickle Creek,06/29/2017,556,45.4052326,-122.3473474,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000295,66.662769999999995,413,23809570,,MOST DISTURBED,38846-ORDEQ,Tickle Creek 16ft ds of Nursery Outfall 001
N,,38021-ORDEQ:20170705:R:SR,38021-ORDEQ,Tickle Creek at 362nd Dr.,Tickle Creek,07/05/2017,552,45.39835649,-122.2913038,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000298,33.821289999999998,725,23809576,,MOST DISTURBED,38021-ORDEQ,Tickle Creek at 362nd Dr.
N,,10869-ORDEQ:20170629:R:SR,10869-ORDEQ,Tickle Creek at Deep Creek Road Bridge,NULL,06/29/2017,555,45.403417,-122.360083,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000295,38.409999999999997,362,23809570,,MOST DISTURBED,10869-ORDEQ,Tickle Creek at Deep Creek Road Bridge
N,,38022-ORDEQ:20170629:R:SR,38022-ORDEQ,Tickle Creek at end of Colorado Rd.,Tickle Creek,06/29/2017,544,45.40474849,-122.3306135,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000296,3.3001200000000002,465,23809572,,MOST DISTURBED,38022-ORDEQ,Tickle Creek at end of Colorado Rd.
N,,38020-ORDEQ:20170705:R:SR,38020-ORDEQ,Tickle Creek at Langensand Rd.,Tickle Creek,07/05/2017,554,45.38400979,-122.2503831,OR_WS_170900110604_02_104546,4,WESTERN CORDILLERA,17090011000298,78.625020000000006,1000,23809576,,MOST DISTURBED,38020-ORDEQ,Tickle Creek at Langensand Rd.
N,,38923-ORDEQ:20170705:R:SR,38923-ORDEQ,Tickle Creek at Sandy Heights St,Tickle Creek,07/05/2017,538,45.3957388,-122.2809353,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000298,45.334240000000001,790,23809576,,MOST DISTURBED,38923-ORDEQ,Tickle Creek at Sandy Heights St
Y,,38847-ORDEQ:20170629:R:SR,38847-ORDEQ,Tickle Creek TRIB ds of Colorado Rd Bridge,South Fork Tickle Creek,06/29/2017,533,45.40449838,-122.3307644,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011000413,0.55920000000000003,461,23809836,,MOST DISTURBED,38847-ORDEQ,Tickle Creek TRIB ds of Colorado Rd Bridge
N,,33494-ORDEQ:20060719:R:SR,33494-ORDEQ,Tickle Creek tributary near Sandy,NULL,07/19/2006,551,45.40945238,-122.2853284,OR_WS_170900110604_02_104546,3,MARINE WEST COAST FOREST,17090011017968,78.445660000000004,738,23809824,,MOST DISTURBED,33494-ORDEQ,Tickle Creek tributary near Sandy
Y,,38564-ORDEQ:20160928:R:SR,38564-ORDEQ,Tieman Creek at RM 2.1,Mount Hood Canal,09/28/2016,540,45.53986075,-121.5716043,OR_WS_170701050506_02_102001,9,WESTERN CORDILLERA,17070105001166,73.922139999999999,1474,24506680,,MOST DISTURBED,38564-ORDEQ,Tieman Creek at RM 2.1
Y,,37282-ORDEQ:20140930:R:SR,37282-ORDEQ,Tillamook River #008,NULL,09/30/2014,530,45.33919352,-123.8234811,OR_WS_171002030301_05_106108,1,MARINE WEST COAST FOREST,17100203000951,54.698909999999998,163,23876707,,MOST DISTURBED,37282-ORDEQ,Tillamook River #008
Y,,33492-ORDEQ:20060810:R:SR,33492-ORDEQ,Tour Creek,Tour Creek,08/10/2006,295,45.3641828,-122.574679,OR_WS_170900070404_02_104421,3,MARINE WEST COAST FOREST,17090007003536,57.88664,92,23791545,,MOST DISTURBED,33492-ORDEQ,Tour Creek
N,,13229-ORDEQ:19980708:R:SR,13229-ORDEQ,Tributary to Lawson Creek near USFS Road 310#4,NULL,07/08/1998,238,42.43705182,-124.1568975,OR_WS_171003111101_02_104682,78,WESTERN CORDILLERA,17100311000676,57.917569999999998,2372,23946291,,MOST DISTURBED,13229-ORDEQ,Tributary to Lawson Creek near USFS Road 310#4
Y,,13229-ORDEQ:20070815:R:SR,13229-ORDEQ,Tributary to Lawson Creek near USFS Road 310#4,NULL,08/15/2007,541,42.43705182,-124.1568975,OR_WS_171003111101_02_104682,78,WESTERN CORDILLERA,17100311000676,57.917569999999998,2372,23946291,,MOST DISTURBED,13229-ORDEQ,Tributary to Lawson Creek near USFS Road 310#4
Y,,13198-ORDEQ:19980806:R:SR,13198-ORDEQ,Tributary to Middle Creek at River Mile 1.04,NULL,08/06/1998,341,42.85009762,-123.5361457,OR_WS_171003020901_02_104857,78,WESTERN CORDILLERA,17100302000901,49.96557,1539,23902725,,MOST DISTURBED,13198-ORDEQ,Tributary to Middle Creek at River Mile 1.04
Y,,13207-ORDEQ:19980723:R:SR,13207-ORDEQ,Tributary to South Fork Lawson Creek,NULL,07/23/1998,149,42.37299119,-124.1677299,OR_WS_171003111101_02_104682,78,WESTERN CORDILLERA,17100311001544,67.192350000000005,3120,23946173,,MOST DISTURBED,13207-ORDEQ,Tributary to South Fork Lawson Creek
Y,,33937-ORDEQ:20060927:R:SR,33937-ORDEQ,Trout Creek below RR trestle,Trout Creek,09/27/2006,578,44.81682252,-121.0762925,OR_SR_1707030705_05_101842,11,WESTERN CORDILLERA,17070307000520,1.82325,1322,23732541,,MOST DISTURBED,33937-ORDEQ,Trout Creek below RR trestle
N,,33938-ORDEQ:20060926:R:SR,33938-ORDEQ,Trout Creek downstream of Cook Lane and Trout Creek Ranch,Trout Creek,09/26/2006,559,44.80330623,-121.0689215,OR_SR_1707030705_05_101842,11,WESTERN CORDILLERA,17070307000004,93.826250000000002,1393,23732543,,MOST DISTURBED,33938-ORDEQ,Trout Creek downstream of Cook Lane and Trout Creek Ranch
Y,,26814-ORDEQ:20020819:R:SR,26814-ORDEQ,Tryon Creek,Tryon Creek,08/19/2002,823,45.43172253,-122.6730217,OR_SR_1709001201_02_104172,3,MARINE WEST COAST FOREST,17090012000259,9.7543399999999991,105,23815488,,MOST DISTURBED,26814-ORDEQ,Tryon Creek
N,,31382-ORDEQ:20040812:R:SR,31382-ORDEQ,Tryon Creek,Tryon Creek,08/12/2004,543,45.43140728,-122.6730489,OR_SR_1709001201_02_104172,3,MARINE WEST COAST FOREST,17090012000259,6.8748800000000001,109,23815488,,MOST DISTURBED,31382-ORDEQ,Tryon Creek
N,non-wadeable,33855-ORDEQ:20060918:R:SR,33855-ORDEQ,Tualatin River at River Mile 1.5 near West Linn,Tualatin River,09/18/2006,569,45.34574845,-122.6723508,OR_SR_1709001005_02_104018,3,MARINE WEST COAST FOREST,17090010000021,76.058760000000007,75,23804830,,MOST DISTURBED,33855-ORDEQ,Tualatin River at River Mile 1.5 near West Linn
N,non-wadeable,33893-ORDEQ:20060919:T:SR,33893-ORDEQ,Tualatin River at River Mile 12.5,Tualatin River,09/19/2006,212,45.3907594,-122.8170219,OR_SR_1709001005_02_104018,3,MARINE WEST COAST FOREST,17090010000038,95.5535,110,23804864,,MOST DISTURBED,33893-ORDEQ,Tualatin River at River Mile 12.5
Y,,33499-ORDEQ:20060803:R:SR,33499-ORDEQ,Tualatin River tributary near SW,NULL,08/03/2006,567,45.47148051,-122.8911225,OR_WS_170900100404_02_104509,3,MARINE WEST COAST FOREST,17090010016399,93.629099999999994,198,23805862,,MOST DISTURBED,33499-ORDEQ,Tualatin River tributary near SW
N,METHODS,13242-ORDEQ:19980722:R:SR,13242-ORDEQ,Tumalo Creek at Shevlin Park Covered Bridge,Tumalo Creek,07/22/1998,210,44.07480453,-121.3801728,OR_WS_170703010502_05_102292,9,WESTERN CORDILLERA,17070301000163,73.691569999999999,3639,23700375,,MOST DISTURBED,13242-ORDEQ,Tumalo Creek at Shevlin Park Covered Bridge
N,METHODS,13242-ORDEQ:19980922:R:SR,13242-ORDEQ,Tumalo Creek at Shevlin Park Covered Bridge,Tumalo Creek,09/22/1998,267,44.07480453,-121.3801728,OR_WS_170703010502_05_102292,9,WESTERN CORDILLERA,17070301000163,73.691569999999999,3639,23700375,,MOST DISTURBED,13242-ORDEQ,Tumalo Creek at Shevlin Park Covered Bridge
N,,37743-ORDEQ:20140818:R:SR,37743-ORDEQ,"Umatilla R at River Front Park, Oxbow Project",Umatilla River,08/18/2014,533,45.84347656,-119.3248971,OR_SR_1707010313_02_101492,10,COLD DESERTS,17070103000012,55.285179999999997,427,23647734,,MOST DISTURBED,37743-ORDEQ,"Umatilla R at River Front Park, Oxbow Project"
N,,37744-ORDEQ:20140818:R:SR,37744-ORDEQ,Umatilla R at Three Mile Dam at gauge #14032450,Umatilla River,08/18/2014,548,45.88154504,-119.3236764,OR_SR_1707010313_02_101492,10,COLD DESERTS,17070103001888,1.9198900000000001,401,23647724,,MOST DISTURBED,37744-ORDEQ,Umatilla R at Three Mile Dam at gauge #14032450
Y,,37797-ORDEQ:20140820:R:SR,37797-ORDEQ,Umatilla River above McKay Cr,Umatilla River,08/20/2014,556,45.66936007,-118.8402048,OR_SR_1707010305_02_101480,10,COLD DESERTS,17070103000309,12.006069999999999,988,23648266,,MOST DISTURBED,37797-ORDEQ,Umatilla River above McKay Cr
N,,12026-ORDEQ:20140826:R:SR,12026-ORDEQ,Umatilla River at Hwy 320 (Echo),Umatilla River,08/26/2014,542,45.74217306,-119.1990128,OR_SR_1707010308_02_102616,10,COLD DESERTS,17070103000111,87.67,625,23647964,,MOST DISTURBED,12026-ORDEQ,Umatilla River at Hwy 320 (Echo)
N,,10405-ORDEQ:20140821:R:SR,10405-ORDEQ,Umatilla River at Rieth Bridge,Umatilla River,08/21/2014,526,45.65753433,-118.8767931,OR_SR_1707010305_02_101480,10,COLD DESERTS,17070103000246,37.297800000000002,955,23648254,,MOST DISTURBED,10405-ORDEQ,Umatilla River at Rieth Bridge
N,,10404-ORDEQ:20140821:R:SR,10404-ORDEQ,Umatilla River at Yoakum Bridge,Umatilla River,08/21/2014,543,45.67731022,-119.0363477,OR_SR_1707010308_02_102616,10,COLD DESERTS,17070103000153,48.510019999999997,771,23648048,,MOST DISTURBED,10404-ORDEQ,Umatilla River at Yoakum Bridge
