Taxon_Group,Taxon,NonTarget,Rationale,OTU_MTTI,OTU_MetricCalc,OTU_BCG_MariNW,OTU_BSTI
Other Non-Insect,Aaptos,TRUE,Sponges excluded,DNI,DNI,DNI,DNI
Chironomidae,Ablabesmyia,FALSE,,Ablabesmyia,Ablabesmyia,Ablabesmyia,Ablabesmyia
Other Non-Insect,Acalyptonotus,FALSE,,DNI,Acalyptonotus,Trombidiformes,DNI
Chironomidae,Acamptocladius,FALSE,,DNI,Acamptocladius,Acamptocladius,DNI
Other Non-Insect,Acar,FALSE,,DNI,Acari,Acari,DNI
Other Non-Insect,Acari,FALSE,,DNI,Acari,Acari,DNI
Other Non-Insect,Acarina,FALSE,,DNI,Acari,Acari,DNI
Ephemeroptera,Acentrella,FALSE,,DNI,Acentrella,Acentrella,DNI
Ephemeroptera,Acentrella insignificans,FALSE,,Acentrella insignificans,Acentrella insignificans,Acentrella insignificans,DNI
Ephemeroptera,Acentrella insignificans complex,FALSE,,Acentrella insignificans,Acentrella insignificans,Acentrella insignificans,DNI
Ephemeroptera,Acentrella turbida,FALSE,,Acentrella turbida,Acentrella turbida,Acentrella turbida,Acentrella turbida
Ephemeroptera,Acerpenna,FALSE,,DNI,Acerpenna,Acerpenna,DNI
Ephemeroptera,Acerpenna pygmaea,FALSE,,DNI,Acerpenna pygmaea,Acerpenna pygmaea,DNI
Oligochaeta,Achaeta,FALSE,,DNI,Achaeta,Oligochaeta,DNI
Coleoptera,Acilius,FALSE,,DNI,Acilius,Acilius,DNI
Coleoptera,Acilius abbreviatus,FALSE,,DNI,Acilius,Acilius,DNI
Coleoptera,Acneus,FALSE,,Acneus,Acneus,Acneus,Acneus
Chironomidae,Acricotopus,FALSE,,DNI,Acricotopus,Acricotopus,DNI
Plecoptera,Acroneuria,FALSE,I am skeptical of this ID,DNI,Perlodidae,Perlodidae,DNI
Fish,Actinopterygii,TRUE,Fish,DNI,DNI,DNI,DNI
Diptera,Aedes,FALSE,,DNI,Culicidae,Culicidae,DNI
Odonata,Aeshna,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna californica,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna eremita,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna interrupta,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna juncea,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna palmata,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna umbrosa,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna walkeri,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshna/Rhionaeschna,FALSE,Slashed taxon,Aeshnidae,Aeshna/Rhionaeschna,Aeshna/Rhionaeschna,DNI
Odonata,Aeshnidae,FALSE,,Aeshnidae,Aeshnidae,Aeshnidae,DNI
Ephemeroptera,Afghanurus,FALSE,,Afghanurus,Afghanurus,Afghanurus,Afghanurus
Ephemeroptera,Afghanurus criddlei,FALSE,,Afghanurus,Afghanurus criddlei,Afghanurus criddlei,Afghanurus
Coleoptera,Agabinae,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Coleoptera,Agabinus,FALSE,,Agabinae,Agabinus,Agabinus,DNI
Coleoptera,Agabinus glabrellus,FALSE,,Agabinae,Agabinus,Agabinus,DNI
Coleoptera,Agabinus sculpturellus,FALSE,,Agabinae,Agabinus,Agabinus,DNI
Coleoptera,Agabus,FALSE,,Agabinae,Agabus,Agabus,DNI
Coleoptera,Agabus lutosus,FALSE,,Agabinae,Agabus,Agabus,DNI
Coleoptera,Agabus seriatus group,FALSE,,Agabinae,Agabus,Agabus,DNI
Coleoptera,Agabus/Ilybius/Platambus/Ilybiosoma,FALSE,,Agabinae,Agabinae,Agabinae,DNI
Trichoptera,Agapetus,FALSE,,Agapetus,Agapetus,Agapetus,Agapetus
Diptera,Agathon,FALSE,,Blephariceridae,Agathon,Agathon,Blephariceridae
Diptera,Agathon comstocki,FALSE,,Blephariceridae,Agathon comstocki,Agathon comstocki,Blephariceridae
Trichoptera,Agraylea,FALSE,,Agraylea,Agraylea,Agraylea,DNI
Plecoptera,Alaskaperla ovibovis,FALSE,extreme southern range dubius ID,DNI,Chloroperlidae,Chloroperlidae,DNI
Other Non-Insect,Albertathyas,FALSE,,DNI,Albertathyas,Trombidiformes,DNI
Other Non-Insect,Albertathyas montana,FALSE,,DNI,Albertathyas montana,Trombidiformes,DNI
Trichoptera,Alisotrichia,FALSE,"dubius ID as of 2022 known only from AZ, UT and TX",DNI,,,
Chironomidae,Allocladius,FALSE,,DNI,Allocladius,Allocladius,DNI
Trichoptera,Allocosmoecus,FALSE,single species in genus,Allocosmoecus partitus,Allocosmoecus partitus,Allocosmoecus partitus,DNI
Trichoptera,Allocosmoecus partitus,FALSE,single species in genus,Allocosmoecus partitus,Allocosmoecus partitus,Allocosmoecus partitus,DNI
Diptera,Allognosta,FALSE,,Stratiomyidae,Allognosta,Allognosta,DNI
Trichoptera,Allomyia,FALSE,,DNI,Allomyia,Allomyia,DNI
Plecoptera,Alloperla,FALSE,,DNI,Alloperla,Alloperla,DNI
Chironomidae,Alotanypus,FALSE,,Alotanypus,Alotanypus,Alotanypus,DNI
Chironomidae,Alotanypus/Apsectrotanypus,FALSE,,DNI,Tanypodinae,Tanypodinae,DNI
Oligochaeta,Altmanella,FALSE,,Lumbriculidae,Altmanella,Oligochaeta,Lumbriculidae
Heteroptera,Ambrysus,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Ephemeroptera,Ameletus,FALSE,,Ameletus,Ameletus,Ameletus,Ameletus
Other Non-Insect,Americorophium,FALSE,,DNI,Americorophium,Americorophium,DNI
Other Non-Insect,Americorophium spinicorne,FALSE,,DNI,Americorophium,Americorophium,DNI
Coleoptera,Ametor,FALSE,,Hydrophilidae,Ametor,Ametor,Hydrophilidae
Coleoptera,Ametor latus,FALSE,,Hydrophilidae,Ametor,Ametor,Hydrophilidae
Coleoptera,Ametor scabrosus,FALSE,,Hydrophilidae,Ametor,Ametor,Hydrophilidae
Ephemeroptera,Ametropus,FALSE,,DNI,Ametropus,Ametropus,DNI
Ephemeroptera,Ametropus ammophilus,FALSE,,DNI,Ametropus,Ametropus,DNI
Trichoptera,Amiocentrus,FALSE,backed off due to COI data,Amiocentrus,Amiocentrus,Amiocentrus,Amiocentrus
Trichoptera,Amiocentrus aspilus,FALSE,backed off due to COI data,Amiocentrus,Amiocentrus,Amiocentrus,Amiocentrus
Odonata,Amphiagrion,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Odonata,Amphiagrion abbreviatum,FALSE,,Coenagrionidae,Coenagrionidae,Coenagrionidae,DNI
Fish,Amphibia,TRUE,Fish,DNI,DNI,DNI,DNI
Trichoptera,Amphicosmoecus,FALSE,single species in genus,DNI,Amphicosmoecus,Amphicosmoecus,DNI
Trichoptera,Amphicosmoecus canax,FALSE,single species in genus,DNI,Amphicosmoecus,Amphicosmoecus,DNI
Plecoptera,Amphinemura,FALSE,,Malenka,Malenka,Malenka,Malenka
Plecoptera,Amphinemura/Malenka,FALSE,,Malenka,Malenka,Malenka,Malenka
Other Non-Insect,Amphipoda,FALSE,,DNI,Amphipoda,Amphipoda,DNI
Coleoptera,Amphizoa,FALSE,,DNI,Amphizoa,Amphizoa,DNI
Coleoptera,Amphizoa insolens,FALSE,,DNI,Amphizoa,Amphizoa,DNI
Coleoptera,Amphizoa lecontei,FALSE,,DNI,Amphizoa,Amphizoa,DNI
Coleoptera,Amphizoidae,FALSE,,DNI,Amphizoa,Amphizoa,DNI
Coleoptera,Ampumixis,FALSE,only one species in Genus,Ampumixis dispar,Ampumixis,Ampumixis,Ampumixis dispar
Coleoptera,Ampumixis dispar,FALSE,only one species in Genus,Ampumixis dispar,Ampumixis,Ampumixis,Ampumixis dispar
Coleoptera,Anacaena,FALSE,,Hydrophilidae,Anacaena,Anacaena,Hydrophilidae
Ephemeroptera,Anafroptilum,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ephemeroptera,Anafroptilum/Neocloeon,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ephemeroptera,Anafroptilum/Neocloeon/Procloeon,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Ephemeroptera,Anafroptilum/Procloeon,FALSE,Slashed taxon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon,Anafroptilum/Procloeon
Trichoptera,Anagapetus,FALSE,,Anagapetus,Anagapetus,Anagapetus,Anagapetus
Odonata,Anax,FALSE,,Aeshnidae,Anax,Anax,DNI
Odonata,Anax junius,FALSE,,Aeshnidae,Anax,Anax,DNI
Coleoptera,Anchycteis,FALSE,,DNI,Ptilodactylidae,Ptilodactylidae,DNI
Coleoptera,Anchycteis velutina,FALSE,,DNI,Ptilodactylidae,Ptilodactylidae,DNI
Other Non-Insect,Ancylidae,FALSE,,DNI,Ancylidae,Ancylidae,DNI
Other Non-Insect,Ancylinae,FALSE,,DNI,Ancylidae,Ancylidae,DNI
Other Non-Insect,Anericorophium,FALSE,,DNI,Americorophium,Americorophium,DNI
Other Non-Insect,Anisogammaridae,FALSE,,Anisogammaridae,Anisogammaridae,Anisogammaridae,DNI
Other Non-Insect,Anisogammarus,FALSE,,Anisogammaridae,Anisogammaridae,Anisogammaridae,DNI
Odonata,Anisoptera,FALSE,,DNI,Anisoptera,Anisoptera,DNI
Other Non-Insect,Anodonta,FALSE,,DNI,Anodonta,Anodonta,DNI
Other Non-Insect,Anodonta oregonsis,FALSE,,DNI,Anodonta,Anodonta,DNI
Diptera,Anopheles,FALSE,,DNI,Anopheles,Anopheles,DNI
Other Non-Insect,Anostraca,TRUE,fairy shrimp,DNI,DNI,DNI,DNI
Chironomidae,Antillocladius,FALSE,,DNI,Orthocladiinae,Orthocladiinae,DNI
Diptera,Antocha,FALSE,,Antocha,Antocha,Antocha,Antocha
Diptera,Antocha monticola,FALSE,,Antocha,Antocha,Antocha,Antocha
Fish,Anura,TRUE,Fish,DNI,DNI,DNI,DNI
Trichoptera,Apatania,FALSE,,Apatania,Apatania,Apatania,Apatania
Trichoptera,Apataniidae,FALSE,,DNI,Apataniidae,Apataniidae,DNI
Chironomidae,Apedilum,FALSE,,Apedilum,Apedilum,Apedilum,DNI
Ephemeroptera,Apobaetis,FALSE,,DNI,Apobaetis,Apobaetis,DNI
Ephemeroptera,Apobaetis indeprensus,FALSE,,DNI,Apobaetis,Apobaetis,DNI
Chironomidae,Apsectrotanypus,FALSE,,DNI,Apsectrotanypus,Apsectrotanypus,DNI
Chironomidae,Apsectrotanypus johnsoni,FALSE,,DNI,Apsectrotanypus,Apsectrotanypus,DNI
Heteroptera,Aquarius,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Aquarius nyctalis,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Aquarius remigis,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Terrestrial,Arachnida,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Coleoptera,Araeopidius monachus,FALSE,,DNI,Araeopidius monachus,Araeopidius monachus,DNI
Odonata,Archilestes,FALSE,,DNI,Archilestes,Archilestes,DNI
Odonata,Archilestes californica,FALSE,,DNI,Archilestes,Archilestes,DNI
Odonata,Archilestes grandis,FALSE,,DNI,Archilestes,Archilestes,DNI
Other Non-Insect,Archoophora,FALSE,,Trepaxonemata,Trepaxonemata,Trepaxonemata,Trepaxonemata
Oligochaeta,Arcteonais,FALSE,,Naidinae,Arcteonais,Oligochaeta,Naidinae
Diptera,Arctoconopa,FALSE,extreme southern range dubius ID,DNI,Limoniidae,Limoniidae,DNI
Trichoptera,Arctopsyche,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Trichoptera,Arctopsyche californica,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Trichoptera,Arctopsyche grandis,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Trichoptera,Arctopsyche grandis type 1,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Trichoptera,Arctopsyche lagodensis complex,FALSE,,Arctopsyche,Arctopsyche,Arctopsyche,Arctopsyche
Trichoptera,Arctopsychinae,FALSE,,DNI,Arctopsychinae,Arctopsychinae,DNI
Diptera,Arctotipula,FALSE,,Tipula,Tipula,Tipula,Tipula
Odonata,Argia,FALSE,,Coenagrionidae,Argia,Argia,Argia
Odonata,Argia emma,FALSE,,Coenagrionidae,Argia,Argia,Argia
Odonata,Argia vivida,FALSE,,Coenagrionidae,Argia,Argia,Argia
Diptera,Argyra,FALSE,,DNI,Dolichopodidae,Dolichopodidae,DNI
Other Non-Insect,Arhynchobdellida,FALSE,,Hirudinida,Arhynchobdellida,Arhynchobdellida,Hirudinida
Other Non-Insect,Arrenuridae,FALSE,,DNI,Arrenuridae,Trombidiformes,DNI
Other Non-Insect,Arrenurus,FALSE,,Arrenurus,Arrenurus,Trombidiformes,Arrenurus
Plecoptera,Arsapnia,FALSE,,Capniidae,Capniidae,Capniidae,Capniidae
Fish,Ascaphus truei,TRUE,Fish,DNI,DNI,DNI,DNI
Other Non-Insect,Asellidae,FALSE,,DNI,Asellidae,Asellidae,DNI
Other Non-Insect,Asellus,FALSE,,DNI,Asellus,Asellus,DNI
Ephemeroptera,Asioplax,FALSE,,DNI,Asioplax,Asioplax,DNI
Ephemeroptera,Asioplax edmundsi,FALSE,,DNI,Asioplax,Asioplax,DNI
Other Non-Insect,Assia,FALSE,,Nemata,Nemata,Assia,Nemata
Other Non-Insect,Astacidae,FALSE,,Pacifastacus,Astacidae,Astacidae,Pacifastacus
Trichoptera,Asynarchus,FALSE,unique rare,DNI,Asynarchus,Asynarchus,DNI
Diptera,Athericidae,FALSE,,Atherix,Atherix,Atherix,Atherix
Diptera,Atherix,FALSE,,Atherix,Atherix,Atherix,Atherix
Diptera,Atherix pachypus,FALSE,,Atherix,Atherix,Atherix,Atherix
Other Non-Insect,Athienemanniidae,FALSE,,Athienemanniidae,Athienemanniidae,Trombidiformes,DNI
Coleoptera,Atractelmis,FALSE,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI
Coleoptera,Atractelmis wawona,FALSE,only one species in Genus,DNI,Atractelmis,Atractelmis,DNI
Other Non-Insect,Atractidae,FALSE,,Atractides,Atractides,Trombidiformes,Atractides
Other Non-Insect,Atractides,FALSE,,Atractides,Atractides,Trombidiformes,Atractides
Diptera,Atrichomelina,FALSE,,DNI,Sciomyzidae,Sciomyzidae,DNI
Diptera,Atrichopogon,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae
Diptera,Atrichopogon/Forcipomyia,FALSE,,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae,Forcipomyiinae
Ephemeroptera,Attenella,FALSE,,DNI,Attenella,Attenella,Attenella
Ephemeroptera,Attenella delantala,FALSE,,Attenella delantala,Attenella delantala,Attenella delantala,Attenella
Ephemeroptera,Attenella margarita,FALSE,,Attenella margarita,Attenella margarita,Attenella margarita,Attenella
Ephemeroptera,Attenella soquele,FALSE,,DNI,Attenella,Attenella,Attenella
Other Non-Insect,Aturidae,FALSE,,DNI,Aturidae,Trombidiformes,DNI
Other Non-Insect,Aturus,FALSE,,DNI,Aturus,Trombidiformes,DNI
Diptera,Atylotus/Tabanus,FALSE,,Tabanidae,Tabanidae,Tabanidae,Tabanidae
Oligochaeta,Aulodrilus,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae
Oligochaeta,Aulodrilus pluriseta,FALSE,,Tubificinae,Aulodrilus,Oligochaeta,Tubificinae
Diptera,Austrolimnophila,FALSE,,DNI,Austrolimnophila,Austrolimnophila,DNI
Coleoptera,Babia,TRUE,Terrestrial,DNI,DNI,DNI,DNI
Ephemeroptera,Baetidae,FALSE,,DNI,Baetidae,Baetidae,DNI
Ephemeroptera,Baetis,FALSE,,DNI,Baetis,Baetis,DNI
Ephemeroptera,Baetis alius,FALSE,,Baetis alius,Baetis alius,Baetis alius,Baetis alius
Ephemeroptera,Baetis bicaudatus,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex
Ephemeroptera,Baetis bicaudatus complex,FALSE,,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex,Baetis bicaudatus complex
Ephemeroptera,Baetis flavistriga,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Ephemeroptera,Baetis flavistriga complex,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Ephemeroptera,Baetis Fuscatus Gr.,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Ephemeroptera,Baetis Fuscatus Group,FALSE,,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex,Baetis flavistriga complex
Ephemeroptera,Baetis notos,FALSE,,Baetis notos,Baetis notos,Baetis notos,Baetis notos
Ephemeroptera,Baetis piscatoris,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex
Ephemeroptera,Baetis piscatoris complex,FALSE,,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex,Baetis piscatoris complex
Ephemeroptera,Baetis Rhodani Gr.,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI
Ephemeroptera,Baetis rhodani group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI
Ephemeroptera,Baetis Rhodani Group,FALSE,,Baetis Rhodani Group,Baetis Rhodani Group,Baetis Rhodani Group,DNI
Ephemeroptera,Baetis tricaudatus,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Ephemeroptera,Baetis tricaudatus complex,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Ephemeroptera,Baetis tricaudatus Group,FALSE,,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex,Baetis tricaudatus complex
Ephemeroptera,Baetisca,FALSE,,DNI,Baetisca,Baetisca,DNI
Ephemeroptera,Baetodes,FALSE,,DNI,Baetodes,Baetodes,DNI
Ephemeroptera,Baetodes tritus,FALSE,,DNI,Baetodes,Baetodes,DNI
Ephemeroptera,Baetopus trishae,TRUE,Dubious ID eastern Taxon,DNI,DNI,DNI,DNI
Other Non-Insect,Bandakiopsis,FALSE,,DNI,Bandakiopsis,Trombidiformes,DNI
Trichoptera,Banksiola,FALSE,,DNI,Banksiola,Banksiola,DNI
Trichoptera,Banksiola crotchi,FALSE,,DNI,Banksiola,Banksiola,DNI
Other Non-Insect,Basommatophora,FALSE,TOO COARSE,DNI,Gastropoda,Gastropoda,DNI
Other Non-Insect,Batracobdella,FALSE,,Hirudinida,Erpobdella,Erpobdella,Hirudinida
,Bellardina,FALSE,Subgenus of Tipulasemi aquatic,Tipula,Tipula,Tipula,Tipula
Heteroptera,Belostoma,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Belostoma flumineum,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
Heteroptera,Belostomatidae,TRUE,Excluded as water column or surface dwellers,DNI,DNI,DNI,DNI
,Beringotipula,TRUE,meticolous habitats- subgenus of Tipula,Tipula,Tipula,Tipula,Tipula
Coleoptera,Berosus,FALSE,,Hydrophilidae,Berosus,Berosus,Hydrophilidae
Chironomidae,Bethbilbeckia,FALSE,,Macropelopia,Bethbilbeckia,Bethbilbeckia,Macropelopia
Diptera,Bezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Diptera,Bezzia / Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Diptera,Bezzia/Palpomyia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Diptera,Bezzia/Palpomyia Group,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Diptera,Bezzia/Probezzia,FALSE,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Diptera,Bibiocephala,FALSE,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae
Diptera,Bibiocephala grandis,FALSE,,Blephariceridae,Bibiocephala,Bibiocephala,Blephariceridae
Chironomidae,Bilyjomyia,FALSE,,DNI,Bilyjomyia,Bilyjomyia,DNI
Chironomidae,Bilyjomyia algens,FALSE,only one species in Genus,DNI,Bilyjomyia,Bilyjomyia,DNI
Plecoptera,Bisancora,FALSE,,DNI,Bisancora,Bisancora,DNI
Diptera,Bittacomorpha,FALSE,,DNI,Bittacomorpha,Bittacomorpha,DNI
Other Non-Insect,Bivalvia,FALSE,TOO COARSE,DNI,Bivalvia,Bivalvia,DNI
Diptera,Blepharicera,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae
Diptera,Blepharicera ostensackeni,FALSE,,Blephariceridae,Blepharicera,Blepharicera,Blephariceridae
Diptera,Blephariceridae,FALSE,,Blephariceridae,Blephariceridae,Blephariceridae,Blephariceridae
Plecoptera,Bolshecapnia,FALSE,,Capniidae,Bolshecapnia,Bolshecapnia,Capniidae
Chironomidae,Boreochlus,FALSE,,Podonominae,Boreochlus,Boreochlus,Podonominae
Chironomidae,Boreoheptagyia,FALSE,,Boreoheptagyia,Boreoheptagyia,Boreoheptagyia,DNI
Coleoptera,Boreonectes,FALSE,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Boreonectes,Boreonectes,Hydroporinae
Other Non-Insect,Bosmina,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI
Oligochaeta,Bothrioneurum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI
Oligochaeta,Bothrioneurum vejdovskyanum,FALSE,,DNI,Bothrioneurum,Oligochaeta,DNI
Coleoptera,Brachinus americanus,FALSE,"This is a valid taxon, but I wonder if this was supposed to be Brachycentrus americanus??? TYPO?",DNI,Brachinus americanus,Brachinus americanus,DNI
Trichoptera,Brachycentridae,FALSE,,DNI,Brachycentridae,Brachycentridae,DNI
Trichoptera,Brachycentrus,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI
Trichoptera,Brachycentrus (Oligoplectrum),FALSE,,DNI,Brachycentrus,Brachycentrus,DNI
Trichoptera,Brachycentrus americanus,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus
Trichoptera,Brachycentrus americanus complex,FALSE,,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus,Brachycentrus americanus
Trichoptera,Brachycentrus echo,FALSE,,DNI,Brachycentrus,Brachycentrus,DNI
Trichoptera,Brachycentrus occidentalis,FALSE,,Brachycentrus occidentalis,Brachycentrus occidentalis,Brachycentrus occidentalis,DNI
Diptera,Brachycera,FALSE,,DNI,Brachycera,Brachycera,DNI
Ephemeroptera,Brachycercus,FALSE,,DNI,Brachycercus,Brachycercus,DNI
Other Non-Insect,Brachypoda,FALSE,,DNI,Brachypoda,Trombidiformes,DNI
Other Non-Insect,Branchiobdella,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI
Other Non-Insect,Branchiobdellida,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI
Other Non-Insect,Branchiobdellidae,FALSE,,Branchiobdellida,Branchiobdellida,Branchiobdellida,DNI
Oligochaeta,Branchiura,FALSE,,DNI,Branchiura,Oligochaeta,DNI
Oligochaeta,Branchiura sowerbyi,FALSE,,DNI,Branchiura,Oligochaeta,DNI
Chironomidae,Brillia,FALSE,,Brillia,Brillia,Brillia,Brillia
,Brillia Flavifrons Gr.,FALSE,,Brillia,Brillia,Brillia,Brillia
Chironomidae,Brillia parva,FALSE,,Brillia,Brillia,Brillia,Brillia
,Brillia retifinis,FALSE,,Brillia,Brillia,Brillia,Brillia
Chironomidae,Brundiniella,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Chironomidae,Brundiniella eumorpha,FALSE,,Brundiniella,Brundiniella,Brundiniella,Brundiniella
Coleoptera,Brychius,FALSE,,Haliplidae,Brychius,Brychius,Haliplidae
Coleoptera,Bryelmis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI
Coleoptera,Bryelmis rivularis,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI
Coleoptera,Bryelmis siskiyou,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI
Chironomidae,Bryophaenocladius,FALSE,,DNI,Bryophaenocladius,Bryophaenocladius,DNI
Other Non-Insect,Bryozoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI
Heteroptera,Buenoa,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI
Coleoptera,C. Barr undescribed,FALSE,,Bryelmis,Bryelmis,Bryelmis,DNI
Other Non-Insect,Caecidae,TRUE,Marine,DNI,DNI,DNI,DNI
Other Non-Insect,Caecidotea,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Other Non-Insect,Caecidotea occidentalis,FALSE,,Caecidotea,Caecidotea,Caecidotea,Caecidotea
Ephemeroptera,Caenidae,FALSE,,DNI,Caenidae,Caenidae,DNI
Ephemeroptera,Caenis,FALSE,,Caenis,Caenis,Caenis,DNI
Ephemeroptera,Caenis amica,FALSE,,Caenis,Caenis,Caenis,DNI
Ephemeroptera,Caenis latipennis,FALSE,,Caenis,Caenis,Caenis,DNI
,Caenis tardata,FALSE,,Caenis,Caenis,Caenis,DNI
Ephemeroptera,Caenis youngi,FALSE,,Caenis,Caenis,Caenis,DNI
,Calamoceratidae,FALSE,very likely pupae also very likely Heteroplectron-ss,DNI,Heteroplectron californicum,Heteroplectron californicum,DNI
Other Non-Insect,Calanoida,TRUE,excluded from BMI samples,DNI,DNI,DNI,DNI
Other Non-Insect,Calasellus,FALSE,Slashed taxon,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus,DNI
Other Non-Insect,Calasellus/Salmasellus,FALSE,Slashed taxon,DNI,Calasellus/Salmasellus,Calasellus/Salmasellus,DNI
Plecoptera,Calineuria,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Plecoptera,Calineuria californica,FALSE,,Calineuria californica,Calineuria californica,Calineuria californica,Calineuria californica
Ephemeroptera,Callibaetis,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI
Ephemeroptera,Callibaetis fluctuans,FALSE,,Callibaetis,Callibaetis,Callibaetis,DNI
